n_policy,pack_PPO_BipedalWalker1,pack_PPO_BipedalWalker2,pack_PPO_BipedalWalker3,pack_PPO_BipedalWalker4,pack_PPO_BipedalWalker5,pack_PPO_BipedalWalker6,pack_PPO_BipedalWalker7,pack_PPO_BipedalWalker8,pack_PPO_BipedalWalker9,pack_PPO_BipedalWalker10,pack_PPO_BipedalWalker11,pack_PPO_BipedalWalker12,pack_PPO_BipedalWalker13,pack_PPO_BipedalWalker14,pack_PPO_BipedalWalker15,pack_PPO_BipedalWalker16,pack_PPO_BipedalWalker17,pack_PPO_BipedalWalker18,pack_PPO_BipedalWalker19,pack_PPO_BipedalWalker20,pack_PPO_BipedalWalker21,pack_PPO_BipedalWalker22,pack_PPO_BipedalWalker23,pack_PPO_BipedalWalker24,pack_PPO_BipedalWalker25,pack_PPO_BipedalWalker26,pack_PPO_BipedalWalker27,pack_PPO_BipedalWalker28,pack_PPO_BipedalWalker29,pack_PPO_BipedalWalker30
57,285.558808782,147.535710486,268.139722896,106.621335468,238.368512048,137.302684676,310.925633632,300.527466718,309.24713766400004,288.9474720139999,260.09313793,283.90209992200005,232.174545334,277.6953689400001,232.49320272,281.313094052,141.755173762,276.478273202,275.85372988200004,132.505159614,-91.93855399,266.60665871,294.978140074,279.143980982,258.575402558,285.01416558599993,46.47863152,119.918839368,299.717935112,227.102065748
58,230.217576474,118.233625222,281.13074042200003,86.93283280200001,176.35101677,208.09179133,310.871584072,18.923443592,306.793627212,288.792602824,256.582564258,293.217459744,233.580658802,299.041536874,276.95830696,289.027542678,149.39220069,214.343011646,262.82281123,147.51244784000002,284.041631762,242.4480254,304.794942122,279.85335519200004,275.917342966,239.752551998,89.96090670599999,87.56745371400001,303.827800804,273.40284607599995
59,140.67267267400004,97.53827634,293.536812386,108.215055778,195.579332472,225.376306144,307.736983072,301.575592082,309.8367372,290.92436396600004,276.86227454400006,259.65650131800004,200.025002622,291.445690406,293.52787077000005,291.037647196,200.811973634,283.99832697000005,269.99396037400004,175.11713577999998,280.584566358,244.674564544,302.651460656,277.695370656,263.808717686,263.902408294,132.523096728,7.04997924,306.237361822,276.730264822
60,273.434884826,135.47500545,300.866140104,40.411366724,13.934787314,265.22060751,307.33875392000004,298.26336125800003,302.50665195600004,289.663012688,263.828791274,263.789595706,194.5927328,271.23690154400003,276.458445266,298.18057541400003,262.845236762,285.533085906,279.969376866,167.073034192,280.295950076,172.48553962999998,303.29646874,279.130436098,244.219298534,251.120496096,151.42953590399998,34.597227880000005,306.913815592,274.001716852
61,254.080150502,191.790239064,298.258186702,104.20043811,-6.805214433999999,264.494402108,307.249884946,279.444304736,306.74159753799995,290.478094698,244.922312698,260.146621502,185.574784238,271.77700791200004,294.355631426,292.85205598,290.800572934,287.34431760800004,288.287603676,247.557676004,285.401856934,229.221655874,301.10203442000005,282.039525186,242.52934795,273.68018394,201.284017052,126.178187152,310.024681836,278.431017568
62,275.11772771200003,228.428194102,295.2402977219999,133.33200746,-0.3643984500000006,246.20904198,306.810857108,224.025520242,304.19076673,295.89407392400005,209.91129376000004,291.22924193999995,250.336231368,279.655029224,271.333751066,292.265270524,294.23810501,290.04161923000004,291.994900418,214.210497976,288.739713826,240.96315104,295.348886504,280.929299962,218.020505212,278.06501514,194.866533782,66.28125509399999,307.13508334,272.94132785399995
63,280.135700058,200.437590194,294.99763130400004,158.20917415799997,18.116738074,272.86061670000004,306.899673548,-105.82118273,306.442274412,291.218547352,263.379325372,274.325960148,251.420436332,230.308668376,290.20915331000003,288.02389044600005,306.51927651200003,285.233614694,285.35270199,224.229516084,284.711191508,154.505690632,289.929617036,283.89585054799994,217.460829166,245.675207106,146.85426230000002,21.312565966,308.170822562,274.52797707800005
64,284.750737826,233.130467454,296.03812747,162.34715607,85.824023822,268.320653822,306.89609098600005,203.849267818,298.32201387799995,291.653571536,286.31932362000003,276.44850345,249.34114494,181.206146182,264.32613687,284.79630368400007,298.425054134,285.567974312,285.42776221,261.86549876600003,286.39630261799994,54.86769289000001,292.46471392200004,284.786297312,238.209910034,280.33576708799995,232.11255464400003,120.886446186,308.828569836,280.51908958
65,294.503875504,239.481281562,301.9386304,151.24005093999995,32.047891371999995,255.708514672,305.08542668,-117.740979744,301.116374918,283.111847452,285.942775436,267.118372408,246.39236354400003,184.494305882,182.16526002,286.977099658,287.71397635,279.01770170800006,292.039218864,269.30296491400003,286.694094168,193.547282722,289.87785496400005,287.00587513,232.499604374,281.691977564,226.55574771,100.890764154,311.68745322,280.504452624
66,280.763643972,218.080419214,297.11016295599995,135.24119442000003,132.103762972,282.03205821,304.193239726,-94.8732418,301.30710800799994,295.43721353,284.88580537200005,272.835548048,257.012647938,266.40029891999995,220.497155316,276.247474168,268.447935676,285.431487776,292.747938044,100.292164566,289.73099487400003,206.125788936,296.357158558,287.86153924800004,133.78428893400002,283.292949852,269.843104744,43.450045738,311.73090918799994,281.083388666
67,284.322261248,248.277993854,296.67814881,159.97579220999998,221.754309918,286.089082202,304.8207154,302.986912066,301.17962387599994,294.044400816,284.750007552,268.181225896,228.408463294,234.696557368,261.936883732,289.921572104,247.927386566,278.330067026,287.388564332,255.464568532,283.932642712,150.46308230200003,289.238416448,289.31025523200003,201.15058125,272.696629044,261.584014148,100.32904447,311.293888808,284.61307329
68,288.35531465199995,258.218420496,282.79080136600004,129.57117063,269.410192646,219.90300885,304.801844986,-104.509021568,303.14352098200004,291.550507106,246.89461438,270.47615093,236.269784786,252.17623766,269.90812000600005,297.36071849199993,250.55621222,273.916637964,288.98369513999995,271.747261034,287.866753602,169.727169686,254.736622306,290.10012148600003,241.572572814,258.08410886599995,285.795223666,46.963103874000005,311.451483974,283.929947756
69,282.35425844800005,273.606879162,289.236352252,97.932239786,280.738604436,174.913673252,303.755616308,52.55686600600001,303.91552041,294.186792982,247.857782674,281.036976192,259.030580166,194.039093988,281.630623364,295.034259416,269.58835392799995,291.103127012,290.279158572,253.183970506,289.971051264,128.01471773,257.00787992600004,289.89367091800005,242.538478632,257.955630758,259.89659369000003,22.448540422,313.10199187,289.61567188600003
70,280.075061058,255.80811555800005,300.5069640459999,102.397586062,284.36919704400003,170.596734994,304.624879662,38.369524340000005,300.62803885599993,302.38110817800003,264.70698893,270.493128006,281.32005205,183.983443388,290.87869826,302.016679458,234.710651166,284.12386645600003,289.637715426,252.550683754,287.037166438,176.74768354,227.701224546,289.869103788,213.920569348,244.006828358,269.95434667600006,49.207631108,314.66480909800003,288.4460748
71,286.679753702,217.205279742,299.695819164,103.989046672,270.776874526,201.004688936,304.023964738,302.15678932,296.942965088,301.80552328,288.446887314,269.930978456,274.60013371800005,194.319988342,306.25184115,300.78831978,228.539339252,295.188218418,288.227682666,242.676648116,282.728063976,156.883607314,197.56303016,292.114964542,238.132695458,272.1997418,-3.044691578,-27.344816016,315.585899384,290.87547663
72,290.480009502,243.441896248,297.20210219,98.312580486,280.45908602000003,235.626843076,303.70321217199995,294.48645120799995,296.511752268,302.124423512,282.447006368,256.79037634,283.357944322,163.294243822,302.87474678599995,301.677878192,155.655287028,295.49919468800005,287.253791826,212.986030258,285.52974620400005,157.53961074999998,148.833187592,292.294982226,183.239509498,273.901360134,238.828061034,45.491595036,315.597543474,288.446249788
73,289.502031102,247.541554238,296.091942558,131.88397027400003,288.407060094,260.45554489,304.037152492,284.95298299,308.02834984,291.351251244,282.58782286,243.486351526,284.577626904,159.64365847199997,301.157279324,302.17364923,2.096306804,296.97148158000005,277.16496052,76.396592784,286.92787751799995,146.12115682,100.581628238,291.496171216,210.637596038,284.954066816,273.61654236600003,124.984531398,313.247733184,291.241767796
74,289.20797503000006,239.046810464,302.24269188,124.99153003,295.083280998,256.46781109000005,303.85118736800007,214.03603457000003,307.824759036,300.796374268,286.84203003000005,241.8763776,116.487487196,187.013366162,306.24935216800003,302.426409336,4.920105924000001,301.037495262,254.803531072,244.484949416,291.52366733,199.8103029,160.876001702,293.129195504,212.51785588400003,294.17286772,285.882395822,70.135544128,313.917973434,290.642089892
75,279.14180539200004,252.05742821,298.740071998,156.632874672,274.377954102,252.656242816,302.434244544,232.780362486,307.729280612,299.644870434,276.661350346,231.05557234800003,232.255839132,152.828003798,307.148903936,298.58619967600004,164.597034824,302.68290564,253.484512466,265.719835744,290.61778969599993,260.702503886,201.783318876,293.3386092,240.99482207,296.98067401000003,284.73719699000003,126.734086688,312.981825344,283.7527558780001
76,273.79592961,196.862125688,294.54381489,115.907483502,258.589157258,216.30205764,302.19033194,283.27076847,304.904962964,298.554277636,282.27303049000005,239.94316094,79.125639776,164.75258004199998,306.230393626,299.040004274,134.17973432,300.820369244,258.909855244,274.679990982,292.71094961200004,245.21396131,257.731217936,293.140839334,201.062403304,288.785650408,290.71709045999995,123.486532888,312.30197273000005,287.85464315200005
77,284.662808202,152.97889189600002,295.116905202,117.132104776,238.38988436400004,221.18423113,304.227424674,289.528081906,304.9639743999999,302.14442579200005,277.62681602200007,253.631109244,203.92354097,147.824793774,304.509172064,293.957471984,149.89708517399998,295.937485228,251.90781448,273.43846706600004,288.41440434000003,118.449037092,229.28571867,293.534208776,186.325475252,276.91337142,295.26088816600003,113.30738388,313.64170710400003,290.874188812
78,281.402574494,94.78625898,296.055276744,145.135400944,288.30111089,225.642845566,301.908740264,296.04349630400003,296.03732332600003,304.935412622,271.74108356200003,272.541316418,221.229477736,178.401007958,305.296021654,300.583659632,104.152072074,299.721824946,268.221881218,249.642876414,291.156287228,209.61972875,209.477883494,293.381026752,165.435054018,280.517551282,292.91359651000005,76.945903548,312.114380078,292.58340424399995
79,250.253341224,148.09918105000003,295.52778850000004,144.018983412,301.639119252,193.711527226,302.194681904,300.068644396,299.045433554,300.106118502,229.52785045,283.09252263200005,275.02864872,111.382552288,306.12401037,296.10672205,162.627298926,302.29601336400003,272.50742512000005,247.796206566,291.77898358600004,122.913349038,196.051883806,293.99616515,174.191681632,272.115684996,301.09753694400007,151.18983334400002,310.67500442,295.012716836
80,264.451247764,151.33319347199998,296.12091848999995,116.620548498,305.850239994,214.40453068,300.599372614,299.818140696,305.416131738,307.658807632,231.311087636,277.791939328,289.610297036,222.989940632,306.05803505,298.65639001600005,178.859855972,300.138097366,277.7822579119999,236.936067324,290.9407011459999,130.168688686,283.732792604,292.589547932,113.750262924,266.895021686,291.356852662,62.617665196,312.938273908,296.760241998
81,257.649264416,147.23288458199997,294.916965786,127.84369024999998,304.928334008,205.165053356,300.084556424,300.83657003,308.292311632,306.166477984,194.240889874,278.31644826400003,290.45064318,250.667673038,304.55688778600006,301.123391206,230.068923148,300.910481362,280.71007993600006,239.721967364,287.686931912,139.69896811,259.538875542,293.918759994,171.51623809,270.746359082,299.43231423000003,71.20414663400001,311.943245394,295.90645474
82,260.49429424,172.95500338399998,298.818746408,138.756126578,306.502399408,213.71925656,300.27023887600006,294.18754128200004,306.296223698,306.059835602,191.200942672,289.202091536,291.882736256,214.62245808,304.362886204,301.329833838,262.838017278,296.97414049,272.92725207,254.012399174,286.82984233799993,203.606809184,249.87329736,292.648648816,190.49469049,244.691082368,293.91992279,89.54445051799999,313.156007574,281.6973098919999
83,266.56171996,215.171544174,300.147087814,160.843452804,305.154612002,196.13768247,301.244880428,303.890084574,294.54234414,305.856530708,201.473587694,291.370487834,291.378326102,244.72231760200003,307.670670148,302.901001036,280.597898408,294.016379052,255.77698802,259.611833638,285.43783416,287.061062276,248.975244146,293.251393074,114.624771498,269.37607267600004,285.517934616,125.289169276,314.36555528,290.25127250200006
84,281.07229809,210.261256356,300.161548838,168.91934529000002,305.426357972,206.794671592,301.730713816,302.38741916,292.85006773799995,307.41369607199994,179.678549686,289.298745428,297.36455081,266.14470723600004,305.57280603800007,301.68113720800005,281.18374659,294.776110472,276.73641203,242.87134416,291.653832038,294.31411821,276.566784352,292.99252811400004,133.09935633400002,259.658874554,276.88464781,120.061311706,314.707097026,294.580862474
85,276.830746636,195.533717694,302.08990478600003,164.76561011799998,305.58564,214.978120028,302.784010862,299.77558701600003,289.70472057,308.58281022600005,209.48603,282.955469736,234.026346138,255.253187984,305.76299259,304.31407588,289.02756179400006,290.310377946,258.701424212,275.43971282200005,286.318287434,295.107437286,286.81449922400003,293.68098025200004,135.393997114,247.273692494,283.6817484500001,153.28244549399997,313.11868296999995,297.65493142
86,295.44292411,245.216147752,300.04484018200003,144.03306812800002,307.375870584,268.8088997,301.436945796,303.9544657160001,265.70062584600004,308.51957883,191.69547552,284.108606528,295.114912826,246.229100306,302.841115062,302.58640192400003,293.06918015,300.041701416,262.11523574,281.546937676,282.41238638,295.801982312,285.47856132,293.503978014,148.46581756599997,248.567627462,279.067934674,185.81480954,315.48621455000006,295.22438601
87,293.30756409400004,252.60210129400005,299.748554046,128.668172404,307.864290768,290.017787804,302.08910430000003,291.00532305,277.671864736,307.942529446,165.08152282799998,262.95555536,288.039684532,245.986254444,304.832644352,302.382776168,281.178955534,295.00406544000003,280.638436564,289.71616946200004,285.38172920200003,296.30266188599995,287.368553858,294.267695604,75.44287190199998,259.667129806,288.815331088,245.504381336,313.59163487800004,297.887211756
88,291.83831533,226.032959862,300.417617596,120.250640402,306.917689038,270.088891056,303.439911936,297.3405407,289.110146034,307.297590666,200.966139846,239.077227828,293.384397038,208.712827156,305.907524986,302.20643052,267.52217187,297.766226868,249.91305706,295.819836506,289.30987586799995,296.024484548,280.921023534,294.660764054,121.882159956,268.082600028,293.399628388,233.280688208,314.717938246,295.67096437
89,292.40599813,84.03895933,300.41172504,115.585398582,308.13844229599994,268.27705093799995,304.145104,297.132143924,300.857975716,306.459638594,216.896919028,251.045109662,292.159302712,280.46681001800005,303.06114307,299.551013164,262.279508852,302.30066639200004,185.88354170400004,295.00216485400006,289.55092485,292.657632994,293.493017222,294.71282337,148.942185138,266.638395412,294.74412630800003,232.688586204,314.10393824399995,295.778066978
90,290.80594455,225.933686182,301.12298590599994,120.26559614,308.15755128599994,253.333239396,305.34389292400004,299.31537419999995,281.42388475,305.52302835200004,221.887970476,249.319308642,292.866506818,249.524516786,304.488359978,282.741725568,249.808502816,290.319204348,257.326728624,293.479624596,290.25404707200005,289.317121832,305.94097821800005,294.876682514,207.85588633,247.91537024,295.802459848,220.923930276,314.586085636,294.89705683
91,293.023379034,232.436668062,300.487610712,103.083897466,305.83486036,265.145539416,305.48011931,300.086178226,265.91365674400004,306.578639904,262.174391882,232.610799682,294.205774698,274.27294614400006,302.09677759,270.35514532799994,272.57162573600004,296.006234234,267.59016103,287.202150368,287.92061749000004,285.103694844,303.398957858,294.947299254,244.513439212,220.76054693,287.55620525200004,244.05997531,315.74136418,294.609642696
92,288.469310886,185.138218576,300.374321058,129.50138095600002,307.787135242,294.193254054,305.644055848,296.668165072,266.312270486,303.868845248,261.298409422,240.859615782,296.218912932,283.61706246000006,300.418868046,277.273161414,265.299151212,290.390269068,229.336285762,292.62099531,288.06010673,291.2598401960001,300.630021286,294.524476652,163.874807146,250.410245206,293.89304643400004,269.19771462,312.09745047599995,295.778942632
93,296.681673334,255.03112914000005,301.814465294,23.29615736,307.04875728200005,301.91058389999995,305.645920424,300.760835648,241.184746082,300.084422324,276.852863578,257.93315429,291.50003005,252.945149912,300.98266942000004,278.178714452,287.09859556,286.508112598,270.782543148,286.38853195400003,288.64521176600005,293.167062036,294.04645047200006,295.617096534,185.971728206,255.350330452,288.906530706,281.612845012,314.678789266,295.17813016
94,294.99767916,210.404430378,300.75183360999995,205.810374978,305.882211722,309.073276202,307.038970546,295.408736042,256.468075366,297.592625004,284.972573698,271.98995435,282.128669394,211.795480888,298.699254852,283.740667522,258.474846462,286.86635386,267.565850124,291.127430548,282.41392989,287.375363868,302.62997480800004,296.82312059199995,186.234991832,242.50855485,285.228653632,287.582949012,314.76650440800006,296.55658311
95,297.81532692599995,13.741194274000003,300.551317176,201.517550344,306.173330252,305.61889945,306.69885205400004,277.19923380000006,263.39800353800007,291.070274754,288.08124807400003,259.21534352,291.35325913200006,269.867170596,293.086992456,279.9834286,277.57027402,275.819013348,284.838633894,279.497224128,285.42336990199993,285.86004231399994,303.58483891400004,296.4308277,173.56230825,240.49830658,272.377937714,253.999932892,316.352095126,294.10725199599995
96,298.736740656,295.217963118,300.70073141600005,158.09701846800002,304.602566114,286.702134386,306.60655143400004,258.265317598,289.61857004800004,303.048495824,287.419768376,265.25024063800004,291.058610596,263.501837398,303.499388514,303.589609474,286.223135092,296.02878726,196.902818204,289.095310878,287.732481318,293.23186263,304.257661646,296.34323936600003,147.202909018,212.79685973,277.450198768,234.307849558,312.89741107000003,293.897269858
97,296.44901086399994,291.793851992,300.81139501,160.382479548,304.67165494,298.65142554600004,307.063806288,280.12532456,294.424145954,295.52235578600005,284.580884594,240.714940404,281.043769706,270.767862866,301.89360769800004,307.512680954,287.034157992,301.165365028,276.189923678,281.28968414200006,255.774172592,296.178566372,292.193287994,295.502239032,167.74142491799998,268.60401678200003,276.446656038,202.342476174,312.333980954,294.066956998
98,297.071089248,291.936518512,302.548767388,105.530109586,305.02664419800004,303.96736816400005,306.06766137,190.467577784,300.226428896,302.682418168,282.15404091,258.63311955,282.81116514,281.75276301400004,301.575656446,300.28851567600003,274.435497826,303.57768909400005,276.646770378,276.11178272,266.976367996,299.60597911,282.595997854,295.982018528,135.31912378,273.246126214,287.69556667800003,213.64567961,313.920073236,293.44186652
99,299.706835564,292.693385132,302.379220094,4.97630744,305.0963875,308.66648974,306.83520096600006,252.23661431,300.86781594400003,298.64791784999994,285.023970996,263.95234421400005,281.71591536600005,278.807540234,278.239984862,300.48433108599994,253.31441539,298.808423802,281.614682316,279.689122482,254.300200338,301.000749312,286.96947306,296.885475464,125.386898784,258.31816174200003,286.80573652,247.34772836200003,314.250908406,293.131646048
100,298.394276968,286.893770356,299.621656536,192.905598034,305.305750718,307.22562398,306.54481985200005,190.194948346,287.892644476,299.9221423,282.59870167800005,267.969577662,281.446437556,277.740334558,302.11651011799995,308.116561868,245.255148368,296.516250062,286.91465458000005,280.750530036,248.744852774,296.474019296,301.43696049,298.030594726,157.42948055,274.712303092,283.24337893800003,218.92865412,314.26816875,294.310989558
101,299.5539082,286.565157442,298.65999331,161.765794732,303.951959898,305.466538592,307.00129868,71.74634485,268.45545685,293.398448758,283.254255202,261.481049404,290.538938762,279.494945882,305.60238492400003,306.763980538,273.403646346,296.907025298,264.69698022,285.184692084,241.653372026,298.599615836,293.08118189,298.200802944,136.79836587,288.66375173999995,290.1942768,262.843989118,315.175699804,292.208773466
102,299.19454773600006,290.95356699,301.611843318,174.259724992,303.57396928,309.361223672,308.133667854,43.714498600000006,282.246521158,299.4824034739999,286.39623561,277.604381768,282.779635358,278.14949591,303.13320219400003,299.01194183800004,231.692476418,286.487514696,287.44971244600004,285.436025614,157.18931268000003,298.63143750800003,295.748659626,297.85102419000003,151.91149903000002,291.80714812,291.6639365,242.983657462,314.20537226,291.740266382
103,294.734862506,282.61663818,300.7218831580001,27.949198904,304.836311576,309.538803512,307.26800708599995,-11.600553217999993,296.29765999,300.167470156,284.649368838,264.02950090599995,283.170172762,272.858667816,298.160794684,302.018264506,211.278667028,296.841759604,290.745770984,293.95454457,233.79242978,300.87429272200006,298.50205285,299.42160520600004,152.87506529200002,295.087290018,291.36928225400004,229.590756682,313.089577506,291.13731466400003
104,296.37061270400005,286.054920986,280.591404598,109.26291857,304.953146486,308.88161019599994,306.222197124,260.236895244,304.47925871200005,304.881554456,278.091700332,261.71768894,276.139208368,247.122353628,295.3879862179999,300.78073731600006,234.822023566,299.18637178,291.525606122,301.76620606600005,217.709964776,300.705056932,279.02387402,299.475704348,184.834237334,298.970982574,299.92964657,244.289757874,313.67745168,290.301678286
105,297.234895318,282.37027015,217.32010482,141.78613708199998,305.402063446,306.87822358399995,306.587012704,168.88088137,299.715990256,280.47682729599995,283.204386428,258.454721488,284.45669557400004,255.515151336,301.22786218399995,303.10105217200004,196.461044328,299.895385186,260.770327112,292.979576782,230.945098626,301.66110303,276.215590436,298.23343281599995,231.41467053,296.86942483599995,298.654446228,232.617514976,314.36938823800006,289.29900929200005
106,295.209566912,156.32848063999998,251.281889708,175.618137398,303.172185042,301.659556596,307.78890136,265.67955177000005,288.98549989,300.37882295,282.87150175399995,266.385040046,284.535394478,267.961402164,291.367072334,299.81013158599995,177.71752632800002,298.988918188,286.715061814,295.31585675,236.746377086,300.987579598,288.427977924,297.3681451879999,230.684576596,296.703926478,298.48006704,186.278850028,313.707598322,290.57500644
107,296.637499878,287.813506886,240.5098759,210.694831816,302.82830591800007,304.30174364,307.6706274240001,127.369692636,285.199802588,295.237875496,282.825923712,270.872180854,284.847781696,273.055815472,297.47556077400003,305.959198424,239.52717627400003,299.184349414,280.636504586,296.86613907200007,245.350791582,298.341361546,275.57743181,298.059556772,242.126965252,295.84763287,300.440046586,163.784265114,314.92416191599995,289.76221612200004
108,300.235920836,298.88408218200004,139.75526721199998,259.388603156,303.810497238,310.167386274,306.971203414,38.141436484,291.721704282,295.98545137200006,287.76993389600005,270.03565533,281.12424345999995,299.134183236,295.52366336999995,307.65902484,239.462236024,303.13331345,289.38242976600003,293.97913643,259.625144862,295.826246352,287.555114356,296.953010942,261.727864528,283.03440219,301.674330178,154.60962614200002,311.693702088,290.48059335399995
109,298.767269824,296.97955898600003,267.848226958,269.853347344,304.04061372,304.6581607,307.310289526,265.09336814000005,291.085818372,286.55310431600003,288.617803838,269.717187874,268.91076460200003,296.650471882,299.3009939540001,306.138117536,236.532114848,302.201975728,269.098529538,303.199438982,277.28746346,291.452729868,289.245083186,295.779072774,254.864332544,287.55980463799995,301.304708826,166.238971014,312.23534694400007,289.97347483000004
110,298.636766838,297.78152635400005,292.747288668,279.89620155200004,300.185119144,301.558029572,307.741485502,239.224919824,299.997911206,302.4217128,287.970761976,277.995314854,290.572222128,301.58367716600003,302.12880635600004,298.687354562,217.146411964,282.719908756,243.029183182,300.350242608,261.589111504,281.502739054,304.710609144,295.48511165800005,230.00717017400004,268.36687937,298.84659838600004,157.33560172199998,312.923039462,290.692676386
111,298.351108566,275.198235386,292.85457895600007,281.99944891599995,298.76503880800004,306.80839298200004,309.277006972,275.09665728,298.02517732,302.533533652,286.96271812800006,274.326534064,295.688736878,298.556422994,303.519347578,294.85699054,255.525401026,298.15464475600004,146.299288566,300.847795376,257.390091486,271.269255368,299.48389787400004,293.574881928,232.914035972,277.106076576,301.164321012,207.187205442,313.482659182,289.444575336
112,297.191979568,279.95009250000004,292.926094788,288.188389672,296.6305857,305.90081909,309.725469392,274.13762656,293.768581442,297.871949242,290.46812067400003,272.408825326,297.9134177219999,294.84478544200005,303.62327716,301.68932481,259.150103704,289.197506652,174.493259712,301.34998798,231.259261478,266.285863976,300.816106692,296.170652712,178.35922904,267.865977462,297.32672236200005,170.209636532,312.883617494,286.761681648
113,300.67748324400003,299.54845396,294.721941356,289.25942568,297.60471071599994,303.402095452,308.94985395000003,120.413563578,297.73745864800003,302.659725946,287.704019038,271.172501746,293.980486548,291.19372972199994,300.391295652,306.080626532,294.70943063000004,257.930632996,246.043715786,303.219104306,224.201860154,270.461328478,300.944377702,296.227974232,209.009971852,289.67288986999995,299.539995808,235.45603389,312.61228964,288.71084918
114,298.639082802,291.3636836399999,265.61944499,286.64452006,301.66371288,306.30057337200003,308.974393592,295.49953974000005,292.490955342,308.802462856,280.859319382,278.004444924,299.073093854,289.491773134,301.330956304,304.202962682,292.021062272,291.37434528999995,262.016510372,305.61129975800003,228.489678282,295.203477356,306.202037342,299.067093444,167.225057866,287.146448296,299.326504766,207.896148954,312.28582073,286.690133874
